ID,Name,Level,Attack,Quantity,Speed,AttackRange,Duration,AttackCycle,Size,Knockback,MaxLevel,WeaponType,Explanation,Animation
1123,Ebifrion,2,18,1,3,2,0.8,1,0.02,1,6,1,Increase damage by <color=green>20%</color>.,spr_MatsuriEbifrion_0
1123,Ebifrion,3,18,1,4,2,0.8,1,0.02,1,6,1,Increase size by <color=green>10%</color>.,spr_MatsuriEbifrion_0
1123,Ebifrion,4,25,1,4,2,0.8,1,0.02,1,6,1,Increase damage by <color=green>20%</color>.,spr_MatsuriEbifrion_0
1123,Ebifrion,5,25,1,4,2,0.8,1,0.02,1,6,1,Increase size by <color=green>20%</color>.,spr_MatsuriEbifrion_0
1123,Ebifrion,6,30,1,4,2,0.8,1,0.02,1,6,1,"30% increase in damage, 10% chance of hitting, double damage, and knockback",spr_MatsuriEbifrion_0
1124,  ,1,15,1,3,5,3,1,1.3,0,6,None,  ,null
1124,  ,2,15,1,3,5,3,1,1.3,0,6,None,  ,null
1124,  ,3,18,1,3,5,3,1,1.3,0,6,None,  ,null
1124,  ,4,18,1,3,7,3,1,1.3,0,6,None,  ,null
1124,  ,5,26,1,3,7,3,1,1.3,0,6,None,  ,null
1124,  ,6,26,2,3,7,3,0.5,1.3,0,6,None,  ,null
1125,Baseball Pitch,1,15,1,3,1,3,1,0.02,1,6,2,Throws a very fast baseball in front.,BaseballPitch
1125,Baseball Pitch,2,15,1,3,1,3,1,0.025,1,6,2,Increase damage by <color=green>20%</color>.,BaseballPitch
1125,Baseball Pitch,3,15,1,3,1,3,0.5,0.025,1,6,2,Reduce time between attacks by <color=green>30%</color>.,BaseballPitch
1125,Baseball Pitch,4,22,1,3,1,3,0.5,0.025,1,6,2,<color=green>Double</color> the speed of the baseball and gain small <color=green>Knockback</color>.,BaseballPitch
1125,Baseball Pitch,5,22,1,3,1,3,0.5,0.03,1,6,2,Reduce time between attacks by <color=green>50%</color>.,BaseballPitch
1125,Baseball Pitch,6,22,2,3,1,3,0.5,0.03,1,6,2,Increase damage by <color=green>20%</color>.,BaseballPitch
1126,Love Needle,1,15,1,0.8,3,1,1,0.02,1,6,3,Thrust a giant needle in front.,spr_ChocoNeedle_0
1126,Love Needle,2,18,1,0.8,3,1,1,0.02,1,6,3,Increase damage by <color=green>20%</color>.,spr_ChocoNeedle_0
1126,Love Needle,3,18,2,0.8,3,1,1,0.02,1,6,3,Increase size of attack by <color=green>20%</color>.,spr_ChocoNeedle_0
1126,Love Needle,4,23,2,0.8,3,1,1,0.025,1,6,3,Stab <color=green>twice</color> with needle.,spr_ChocoNeedle_0
1126,Love Needle,5,23,3,0.8,3,1,1,0.025,0,6,3,Reduce time between attacks by <color=green>15%</color> and increase damage by <color=green>20%</color>.,spr_ChocoNeedle_0
1126,Love Needle,6,23,4,0.8,3,1,1,0.025,1,6,3,Stab <color=green>3</color> times with needle and needle fires <color=green>25%</color> farther.,spr_ChocoNeedle_0
1127,Murasaki Bolt,1,15,1,5,1,0.2,1,0.03,1,6,3,Fires a quick magic bolt in front.,ShionMagic
1127,Murasaki Bolt,2,17,1,5,1,0.2,1,0.03,1,6,3,Shoot <color=green>2</color> magic blast.,ShionMagic
1127,Murasaki Bolt,3,17,2,5,1,0.2,1,0.03,1,6,3,Shoot <color=green>3</color> magic blasts.,ShionMagic
1127,Murasaki Bolt,4,17,3,5,1,0.2,1,0.04,1,6,3,Increase damage and speed by <color=green>20%</color>.,ShionMagic
1127,Murasaki Bolt,5,23,3,5,1,0.2,1,0.04,1,6,3,Reduce time between attacks by <color=green>20%</color>.,ShionMagic
1127,Murasaki Bolt,6,23,4,5,1,0.2,1,0.04,1,6,3,Increase damage by <color=green>20%</color>.,ShionMagic
1128,Dual Katana,1,15,1,0,1,3,1,0.02,1,6,2,Slashes twice in front.,AyameOniSlash
1128,Dual Katana,2,18,1,0,1,3,1,0.02,1,6,2,Increase damage by <color=green>20%</color>.,AyameOniSlash
1128,Dual Katana,3,18,1,0,1,3,1,0.025,1,6,2,Increase size by <color=green>10%</color>.,AyameOniSlash
1128,Dual Katana,4,18,1,0,1,3,0.8,0.025,1,6,2,Reduce time between attacks by <color=green>15%</color>.,AyameOniSlash
1128,Dual Katana,5,18,1,0,1,3,0.8,0.03,1,6,2,Increase size by <color=green>20%</color>.,AyameOniSlash
1128,Dual Katana,6,25,1,0,1,3,0.8,0.03,1,6,2,Increase damage by <color=green>20%</color>.,AyameOniSlash
1129,Cleaning Broom,1,15,1,3,1,3,1,0.02,1,6,3,Throw a big cleaning broom.,AquaBroom
1129,Cleaning Broom,2,18,1,3,1,3,1,0.02,1,6,3,Increase damage by <color=green>20%</color>.,AquaBroom
1129,Cleaning Broom,3,18,2,3,1,3,1,0.025,1,6,3,1 more broom,AquaBroom
1129,Cleaning Broom,4,18,2,3,1,3,1,0.025,0,6,3,Increase size by <color=green>15%</color>.,AquaBroom
1129,Cleaning Broom,5,18,3,3,1,3,1,0.025,0,6,3,Increase attack size by <color=green>15%</color>.,AquaBroom
1129,Cleaning Broom,6,18,4,3,1,3,0.8,0.03,0,6,3,"1 additional broom, 30% chance of leaving enemies wet, 20% increase in damage to broom per wet stack of enemies",AquaBroom
